ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
8,neutral,1,FACES\140_y_f_a_a.jpg,anger,anger,1,8.493713800096884
8,neutral,2,FACES\066_y_m_h_a.jpg,happiness,happiness,1,2.009648900013417
8,neutral,3,FACES\116_m_m_d_b.jpg,disgust,disgust,1,3.104697899892926
8,neutral,4,FACES\140_y_f_h_b.jpg,happiness,happiness,1,2.554899200098589
8,neutral,5,FACES\004_o_m_a_a.jpg,anger,anger,1,8.404030799865723
8,neutral,6,FACES\079_o_f_n_b.jpg,neutrality,neutrality,1,8.469273200025782
8,neutral,7,FACES\004_o_m_s_a.jpg,sadness,sadness,1,6.948150400072336
8,neutral,8,FACES\004_o_m_a_b.jpg,anger,anger,1,3.3638958998490125
8,neutral,9,FACES\079_o_f_h_b.jpg,happiness,happiness,1,1.9873293000273407
8,neutral,10,FACES\116_m_m_a_b.jpg,anger,anger,1,6.786547600058839
8,neutral,11,FACES\004_o_m_f_a.jpg,fear,fear,1,3.840991900069639
8,neutral,12,FACES\168_m_f_d_a.jpg,disgust,sadness,0,7.870244899997488
8,neutral,13,FACES\168_m_f_f_b.jpg,fear,fear,1,3.34504729998298
8,neutral,14,FACES\140_y_f_s_a.jpg,sadness,sadness,1,2.4472083000000566
8,neutral,15,FACES\168_m_f_d_b.jpg,disgust,happiness,0,6.059450099943206
8,neutral,16,FACES\168_m_f_a_a.jpg,anger,anger,1,2.035257800016552
8,neutral,17,FACES\004_o_m_n_a.jpg,neutrality,neutrality,1,2.454696800094098
8,neutral,18,FACES\168_m_f_h_a.jpg,happiness,happiness,1,2.0763401000294834
8,neutral,19,FACES\066_y_m_n_b.jpg,neutrality,neutrality,1,2.6341089999768883
8,neutral,20,FACES\004_o_m_d_b.jpg,disgust,anger,0,1.2510048998519778
