ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
17,vanilla,1,FACES\004_o_m_d_b.jpg,disgust,disgust,1,6.57069219998084
17,vanilla,2,FACES\168_m_f_f_a.jpg,fear,fear,1,1.8139960998669267
17,vanilla,3,FACES\066_y_m_s_a.jpg,sadness,fear,0,2.0972861000336707
17,vanilla,4,FACES\116_m_m_s_b.jpg,sadness,anger,0,11.630756199825555
17,vanilla,5,FACES\079_o_f_s_b.jpg,sadness,sadness,1,4.315391400130466
17,vanilla,6,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,2.3460780000314116
17,vanilla,7,FACES\079_o_f_s_a.jpg,sadness,neutrality,0,13.56247240002267
17,vanilla,8,FACES\004_o_m_f_b.jpg,fear,fear,1,2.0856901998631656
17,vanilla,9,FACES\116_m_m_d_a.jpg,disgust,fear,0,8.180574000114575
17,vanilla,10,FACES\116_m_m_a_b.jpg,anger,anger,1,1.617278999881819
17,vanilla,11,FACES\004_o_m_s_b.jpg,sadness,disgust,0,5.3058214001357555
17,vanilla,12,FACES\066_y_m_a_a.jpg,anger,anger,1,6.701794299995527
17,vanilla,13,FACES\004_o_m_n_b.jpg,neutrality,neutrality,1,1.8013883999083191
17,vanilla,14,FACES\168_m_f_n_a.jpg,neutrality,neutrality,1,1.0789007002022117
17,vanilla,15,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,1.4160881000570953
17,vanilla,16,FACES\140_y_f_f_a.jpg,fear,fear,1,1.6814626001287252
17,vanilla,17,FACES\079_o_f_f_b.jpg,fear,fear,1,5.2782328999601305
17,vanilla,18,FACES\066_y_m_s_b.jpg,sadness,sadness,1,2.770765299908817
17,vanilla,19,FACES\140_y_f_f_b.jpg,fear,fear,1,1.6576179000549018
17,vanilla,20,FACES\140_y_f_h_a.jpg,happiness,happiness,1,1.3636775999329984
