ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
15,vanilla,1,FACES\079_o_f_a_b.jpg,anger,neutrality,0,17.622753100004047
15,vanilla,2,FACES\066_y_m_a_a.jpg,anger,anger,1,4.92391370004043
15,vanilla,3,FACES\140_y_f_n_b.jpg,neutrality,neutrality,1,6.571824100101367
15,vanilla,4,FACES\168_m_f_h_b.jpg,happiness,sadness,0,9.65323149994947
15,vanilla,5,FACES\004_o_m_f_a.jpg,fear,fear,1,17.409476399887353
15,vanilla,6,FACES\116_m_m_h_b.jpg,happiness,happiness,1,3.251321100164205
15,vanilla,7,FACES\079_o_f_s_b.jpg,sadness,neutrality,0,10.644947200082242
15,vanilla,8,FACES\140_y_f_s_a.jpg,sadness,sadness,1,2.2713373999577016
15,vanilla,9,FACES\066_y_m_a_b.jpg,anger,anger,1,2.022233200026676
15,vanilla,10,FACES\140_y_f_d_b.jpg,disgust,disgust,1,8.11584770004265
15,vanilla,11,FACES\004_o_m_s_b.jpg,sadness,sadness,1,3.820763799827546
15,vanilla,12,FACES\079_o_f_d_b.jpg,disgust,anger,0,4.30891659995541
15,vanilla,13,FACES\004_o_m_h_a.jpg,happiness,happiness,1,2.3822699000593275
15,vanilla,14,FACES\004_o_m_s_a.jpg,sadness,sadness,1,5.200122100068256
15,vanilla,15,FACES\168_m_f_n_b.jpg,neutrality,neutrality,1,2.202567599946633
15,vanilla,16,FACES\168_m_f_a_b.jpg,anger,anger,1,2.449732600012794
15,vanilla,17,FACES\168_m_f_d_a.jpg,disgust,sadness,0,3.274886100087315
15,vanilla,18,FACES\116_m_m_d_a.jpg,disgust,disgust,1,7.2483699999284
15,vanilla,19,FACES\116_m_m_h_a.jpg,happiness,happiness,1,2.131154099944979
15,vanilla,20,FACES\140_y_f_a_a.jpg,anger,anger,1,1.7999383001588285
