ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
10,vanilla,1,FACES\168_m_f_f_a.jpg,fear,fear,1,18.148550699930638
10,vanilla,2,FACES\004_o_m_s_a.jpg,sadness,sadness,1,2.3249038998037577
10,vanilla,3,FACES\140_y_f_d_b.jpg,disgust,disgust,1,2.832365900045261
10,vanilla,4,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,2.583357800031081
10,vanilla,5,FACES\066_y_m_f_b.jpg,fear,fear,1,2.5667982001323253
10,vanilla,6,FACES\116_m_m_n_b.jpg,neutrality,neutrality,1,2.7726687998510897
10,vanilla,7,FACES\168_m_f_f_b.jpg,fear,fear,1,3.180995099944994
10,vanilla,8,FACES\116_m_m_f_b.jpg,fear,fear,1,3.4860603001434356
10,vanilla,9,FACES\079_o_f_a_a.jpg,anger,anger,1,1.9916865001432598
10,vanilla,10,FACES\079_o_f_d_a.jpg,disgust,disgust,1,10.659806899959221
10,vanilla,11,FACES\066_y_m_h_a.jpg,happiness,happiness,1,2.3265272001735866
10,vanilla,12,FACES\066_y_m_a_a.jpg,anger,anger,1,2.6836445000953972
10,vanilla,13,FACES\079_o_f_s_b.jpg,sadness,neutrality,0,1.94198440015316
10,vanilla,14,FACES\079_o_f_s_a.jpg,sadness,neutrality,0,3.353990999981761
10,vanilla,15,FACES\140_y_f_s_a.jpg,sadness,sadness,1,4.110648500034586
10,vanilla,16,FACES\140_y_f_n_b.jpg,neutrality,neutrality,1,1.7929215000476688
10,vanilla,17,FACES\116_m_m_d_a.jpg,disgust,disgust,1,5.098791299853474
10,vanilla,18,FACES\079_o_f_h_b.jpg,happiness,happiness,1,2.11961039993912
10,vanilla,19,FACES\079_o_f_a_b.jpg,anger,anger,1,4.438567299861461
10,vanilla,20,FACES\066_y_m_h_b.jpg,happiness,happiness,1,1.992649600142613
