ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
19,vanilla,1,FACES\168_m_f_n_a.jpg,neutrality,sadness,0,41.344228900037706
19,vanilla,2,FACES\116_m_m_h_a.jpg,happiness,happiness,1,3.83651309995912
19,vanilla,3,FACES\066_y_m_s_b.jpg,sadness,sadness,1,1.7191351999063045
19,vanilla,4,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,2.9450993998907506
19,vanilla,5,FACES\116_m_m_f_a.jpg,fear,anger,0,3.1533400998450816
19,vanilla,6,FACES\116_m_m_d_a.jpg,disgust,disgust,1,1.6901442999951541
19,vanilla,7,FACES\116_m_m_n_b.jpg,neutrality,neutrality,1,3.5105129000730813
19,vanilla,8,FACES\066_y_m_a_a.jpg,anger,anger,1,2.1413374999538064
19,vanilla,9,FACES\079_o_f_f_a.jpg,fear,anger,0,1.8189741999376565
19,vanilla,10,FACES\140_y_f_n_b.jpg,neutrality,neutrality,1,3.5673332000151277
19,vanilla,11,FACES\066_y_m_d_a.jpg,disgust,disgust,1,1.7935816999524832
19,vanilla,12,FACES\004_o_m_a_b.jpg,anger,disgust,0,6.314064299920574
19,vanilla,13,FACES\116_m_m_s_b.jpg,sadness,sadness,1,5.1894389998633415
19,vanilla,14,FACES\079_o_f_a_b.jpg,anger,anger,1,7.982201299862936
19,vanilla,15,FACES\140_y_f_f_b.jpg,fear,fear,1,3.673531200038269
19,vanilla,16,FACES\004_o_m_a_a.jpg,anger,disgust,0,6.877372200135142
19,vanilla,17,FACES\004_o_m_s_b.jpg,sadness,disgust,0,5.447680899873376
19,vanilla,18,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,2.623519199900329
19,vanilla,19,FACES\116_m_m_s_a.jpg,sadness,sadness,1,6.3582712998613715
19,vanilla,20,FACES\140_y_f_f_a.jpg,fear,fear,1,1.722102499799803
