ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
7,vanilla,1,FACES\004_o_m_h_a.jpg,happiness,happiness,1,32.942832899978384
7,vanilla,2,FACES\168_m_f_h_b.jpg,happiness,neutrality,0,5.869690499966964
7,vanilla,3,FACES\004_o_m_a_a.jpg,anger,anger,1,3.9500772000756115
7,vanilla,4,FACES\066_y_m_a_b.jpg,anger,anger,1,4.103504600003362
7,vanilla,5,FACES\116_m_m_f_a.jpg,fear,fear,1,4.180592400021851
7,vanilla,6,FACES\168_m_f_d_b.jpg,disgust,disgust,1,2.6775104000698775
7,vanilla,7,FACES\066_y_m_f_a.jpg,fear,fear,1,4.2587228999473155
7,vanilla,8,FACES\004_o_m_a_b.jpg,anger,anger,1,3.1616551000624895
7,vanilla,9,FACES\079_o_f_n_a.jpg,neutrality,neutrality,1,4.466883499873802
7,vanilla,10,FACES\168_m_f_h_a.jpg,happiness,happiness,1,4.697854400146753
7,vanilla,11,FACES\116_m_m_s_b.jpg,sadness,neutrality,0,3.1373928000684828
7,vanilla,12,FACES\168_m_f_d_a.jpg,disgust,disgust,1,3.1951469001360238
7,vanilla,13,FACES\004_o_m_f_a.jpg,fear,fear,1,1.5598647000733763
7,vanilla,14,FACES\066_y_m_s_a.jpg,sadness,sadness,1,3.5075848000124097
7,vanilla,15,FACES\066_y_m_n_b.jpg,neutrality,neutrality,1,2.5311356000602245
7,vanilla,16,FACES\079_o_f_h_b.jpg,happiness,happiness,1,2.021102200029418
7,vanilla,17,FACES\066_y_m_d_a.jpg,disgust,disgust,1,2.2944290000014007
7,vanilla,18,FACES\116_m_m_a_b.jpg,anger,anger,1,2.2879180999007076
7,vanilla,19,FACES\116_m_m_n_b.jpg,neutrality,neutrality,1,2.4545078999362886
7,vanilla,20,FACES\168_m_f_s_b.jpg,sadness,sadness,1,2.4842856000177562
