ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
13,vanilla,1,FACES\116_m_m_s_a.jpg,sadness,sadness,1,20.05282639991492
13,vanilla,2,FACES\004_o_m_n_b.jpg,neutrality,neutrality,1,9.066645000129938
13,vanilla,3,FACES\079_o_f_d_a.jpg,disgust,anger,0,11.439732699887827
13,vanilla,4,FACES\066_y_m_h_b.jpg,happiness,happiness,1,2.1380113000050187
13,vanilla,5,FACES\140_y_f_d_b.jpg,disgust,disgust,1,5.377813600003719
13,vanilla,6,FACES\140_y_f_h_a.jpg,happiness,happiness,1,2.4062528999056667
13,vanilla,7,FACES\066_y_m_d_a.jpg,disgust,disgust,1,4.265988899860531
13,vanilla,8,FACES\066_y_m_s_a.jpg,sadness,sadness,1,9.074545700103045
13,vanilla,9,FACES\116_m_m_s_b.jpg,sadness,sadness,1,5.857811599969864
13,vanilla,10,FACES\079_o_f_n_b.jpg,neutrality,neutrality,1,6.516207600012422
13,vanilla,11,FACES\116_m_m_a_b.jpg,anger,anger,1,3.8596655998844653
13,vanilla,12,FACES\004_o_m_n_a.jpg,neutrality,neutrality,1,2.9310992998071015
13,vanilla,13,FACES\066_y_m_s_b.jpg,sadness,sadness,1,3.5393441999331117
13,vanilla,14,FACES\004_o_m_s_b.jpg,sadness,disgust,0,4.548428100068122
13,vanilla,15,FACES\004_o_m_a_a.jpg,anger,anger,1,15.563610599841923
13,vanilla,16,FACES\116_m_m_d_a.jpg,disgust,fear,0,14.635780100012198
13,vanilla,17,FACES\116_m_m_h_b.jpg,happiness,happiness,1,1.9267319000791758
13,vanilla,18,FACES\168_m_f_f_a.jpg,fear,fear,1,1.9208523000124842
13,vanilla,19,FACES\066_y_m_f_b.jpg,fear,fear,1,2.595065200002864
13,vanilla,20,FACES\168_m_f_d_b.jpg,disgust,disgust,1,11.524465000024065
