ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
20,neutral,1,FACES\140_y_f_n_a.jpg,neutrality,sadness,0,13.615037000039592
20,neutral,2,FACES\168_m_f_n_b.jpg,neutrality,sadness,0,7.540661700069904
20,neutral,3,FACES\004_o_m_n_a.jpg,neutrality,fear,0,14.931481899926439
20,neutral,4,FACES\079_o_f_d_b.jpg,disgust,disgust,1,6.763774200109765
20,neutral,5,FACES\066_y_m_s_a.jpg,sadness,sadness,1,5.052663499955088
20,neutral,6,FACES\140_y_f_h_a.jpg,happiness,happiness,1,3.10699630016461
20,neutral,7,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,4.538306899834424
20,neutral,8,FACES\140_y_f_d_b.jpg,disgust,disgust,1,5.2798752000089735
20,neutral,9,FACES\116_m_m_d_b.jpg,disgust,disgust,1,6.540567500051111
20,neutral,10,FACES\116_m_m_s_a.jpg,sadness,fear,0,18.7562688998878
20,neutral,11,FACES\079_o_f_a_a.jpg,anger,disgust,0,4.9418788000475615
20,neutral,12,FACES\004_o_m_s_a.jpg,sadness,fear,0,4.296602700138465
20,neutral,13,FACES\004_o_m_f_a.jpg,fear,fear,1,3.0437861001119018
20,neutral,14,FACES\066_y_m_a_b.jpg,anger,anger,1,1.8021035999991
20,neutral,15,FACES\168_m_f_s_a.jpg,sadness,sadness,1,8.235051300143823
20,neutral,16,FACES\066_y_m_h_a.jpg,happiness,happiness,1,2.3860777001827955
20,neutral,17,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,3.367541400017217
20,neutral,18,FACES\079_o_f_s_a.jpg,sadness,sadness,1,13.146500099916011
20,neutral,19,FACES\004_o_m_a_a.jpg,anger,anger,1,3.09255770011805
20,neutral,20,FACES\004_o_m_d_a.jpg,disgust,disgust,1,7.530915100127459
