ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
5,vanilla,1,FACES\140_y_f_n_a.jpg,neutrality,neutrality,1,20.233695899834856
5,vanilla,2,FACES\140_y_f_a_b.jpg,anger,anger,1,2.731423200108111
5,vanilla,3,FACES\079_o_f_h_a.jpg,happiness,happiness,1,9.463199299992993
5,vanilla,4,FACES\168_m_f_n_a.jpg,neutrality,neutrality,1,17.70591380004771
5,vanilla,5,FACES\066_y_m_f_a.jpg,fear,fear,1,4.175630399957299
5,vanilla,6,FACES\066_y_m_s_b.jpg,sadness,disgust,0,2.453802299918607
5,vanilla,7,FACES\004_o_m_h_a.jpg,happiness,happiness,1,2.1195371998474
5,vanilla,8,FACES\116_m_m_d_a.jpg,disgust,disgust,1,10.490860600024462
5,vanilla,9,FACES\116_m_m_a_b.jpg,anger,anger,1,3.2389172001276165
5,vanilla,10,FACES\168_m_f_h_b.jpg,happiness,happiness,1,13.525490300031379
5,vanilla,11,FACES\004_o_m_f_a.jpg,fear,fear,1,2.1959601999260485
5,vanilla,12,FACES\116_m_m_f_a.jpg,fear,fear,1,3.3396477000787854
5,vanilla,13,FACES\079_o_f_s_a.jpg,sadness,disgust,0,4.721673999913037
5,vanilla,14,FACES\004_o_m_n_b.jpg,neutrality,neutrality,1,7.6307490998879075
5,vanilla,15,FACES\140_y_f_f_b.jpg,fear,fear,1,14.25733059993945
5,vanilla,16,FACES\168_m_f_d_a.jpg,disgust,happiness,0,26.193966899998486
5,vanilla,17,FACES\066_y_m_s_a.jpg,sadness,disgust,0,2.9681819998659194
5,vanilla,18,FACES\116_m_m_h_a.jpg,happiness,happiness,1,2.5518029001541436
5,vanilla,19,FACES\079_o_f_h_b.jpg,happiness,sadness,0,0.8483768999576569
5,vanilla,20,FACES\079_o_f_d_a.jpg,disgust,disgust,1,12.349216199945658
