ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
6,neutral,1,FACES\066_y_m_a_a.jpg,anger,anger,1,32.15977340005338
6,neutral,2,FACES\168_m_f_h_a.jpg,happiness,happiness,1,5.306087200064212
6,neutral,3,FACES\116_m_m_f_a.jpg,fear,fear,1,5.320231700083241
6,neutral,4,FACES\116_m_m_d_a.jpg,disgust,disgust,1,10.788233999861404
6,neutral,5,FACES\066_y_m_s_a.jpg,sadness,neutrality,0,9.591916700126603
6,neutral,6,FACES\004_o_m_n_a.jpg,neutrality,neutrality,1,3.5623190000187606
6,neutral,7,FACES\116_m_m_n_b.jpg,neutrality,neutrality,1,4.202625300036743
6,neutral,8,FACES\079_o_f_a_a.jpg,anger,anger,1,11.141773900017142
6,neutral,9,FACES\079_o_f_a_b.jpg,anger,disgust,0,8.802858100039884
6,neutral,10,FACES\116_m_m_s_a.jpg,sadness,sadness,1,5.129525900119916
6,neutral,11,FACES\168_m_f_s_a.jpg,sadness,sadness,1,2.531313000014052
6,neutral,12,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,2.164195700082928
6,neutral,13,FACES\004_o_m_s_a.jpg,sadness,sadness,1,15.483316800091416
6,neutral,14,FACES\116_m_m_h_a.jpg,happiness,happiness,1,3.856151199899614
6,neutral,15,FACES\079_o_f_f_b.jpg,fear,fear,1,9.642954599810764
6,neutral,16,FACES\004_o_m_f_b.jpg,fear,fear,1,5.922158299945295
6,neutral,17,FACES\140_y_f_a_b.jpg,anger,anger,1,5.6808299999684095
6,neutral,18,FACES\066_y_m_s_b.jpg,sadness,sadness,1,3.8614906000439078
6,neutral,19,FACES\066_y_m_d_a.jpg,disgust,disgust,1,4.30154150002636
6,neutral,20,FACES\079_o_f_h_a.jpg,happiness,happiness,1,8.236210699891672
