ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
2,neutral,1,FACES\079_o_f_f_a.jpg,fear,anger,0,10.759110799990594
2,neutral,2,FACES\116_m_m_d_a.jpg,disgust,disgust,1,5.855877399910241
2,neutral,3,FACES\116_m_m_n_a.jpg,neutrality,fear,0,6.857196300057694
2,neutral,4,FACES\066_y_m_d_a.jpg,disgust,anger,0,6.338295199908316
2,neutral,5,FACES\116_m_m_d_b.jpg,disgust,anger,0,13.169227699982002
2,neutral,6,FACES\066_y_m_f_a.jpg,fear,fear,1,2.8280014998745173
2,neutral,7,FACES\004_o_m_a_b.jpg,anger,anger,1,3.4340895998757333
2,neutral,8,FACES\116_m_m_s_a.jpg,sadness,sadness,1,3.555586399976164
2,neutral,9,FACES\004_o_m_s_b.jpg,sadness,sadness,1,2.5156501999590546
2,neutral,10,FACES\140_y_f_n_a.jpg,neutrality,neutrality,1,5.183647699886933
2,neutral,11,FACES\066_y_m_s_b.jpg,sadness,sadness,1,7.748847699956968
2,neutral,12,FACES\116_m_m_h_b.jpg,happiness,happiness,1,5.29776079999283
2,neutral,13,FACES\004_o_m_f_b.jpg,fear,fear,1,2.686766600003466
2,neutral,14,FACES\140_y_f_h_b.jpg,happiness,happiness,1,1.785956900101155
2,neutral,15,FACES\079_o_f_s_b.jpg,sadness,happiness,0,3.261758399894461
2,neutral,16,FACES\168_m_f_s_b.jpg,sadness,sadness,1,1.7424714998342097
2,neutral,17,FACES\140_y_f_d_b.jpg,disgust,disgust,1,5.272834399947897
2,neutral,18,FACES\140_y_f_a_b.jpg,anger,fear,0,4.342661099974066
2,neutral,19,FACES\079_o_f_h_a.jpg,happiness,happiness,1,3.7120879001449794
2,neutral,20,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,1.937017200049013
