ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
21,vanilla,1,FACES\066_y_m_h_b.jpg,happiness,happiness,1,14.371289700036868
21,vanilla,2,FACES\116_m_m_h_a.jpg,happiness,happiness,1,11.214933400042355
21,vanilla,3,FACES\116_m_m_d_b.jpg,disgust,anger,0,8.350319500081241
21,vanilla,4,FACES\079_o_f_n_a.jpg,neutrality,neutrality,1,2.2836490001063794
21,vanilla,5,FACES\116_m_m_n_b.jpg,neutrality,neutrality,1,3.351852099876851
21,vanilla,6,FACES\116_m_m_s_b.jpg,sadness,sadness,1,2.868142900057137
21,vanilla,7,FACES\004_o_m_a_b.jpg,anger,anger,1,6.927222700091079
21,vanilla,8,FACES\168_m_f_d_a.jpg,disgust,sadness,0,3.979397499933839
21,vanilla,9,FACES\004_o_m_f_b.jpg,fear,fear,1,9.77286050003022
21,vanilla,10,FACES\168_m_f_h_b.jpg,happiness,happiness,1,6.064004099927843
21,vanilla,11,FACES\116_m_m_a_a.jpg,anger,anger,1,2.8233727999031544
21,vanilla,12,FACES\066_y_m_n_a.jpg,neutrality,neutrality,1,2.302929600002244
21,vanilla,13,FACES\168_m_f_n_a.jpg,neutrality,fear,0,3.0473704000469297
21,vanilla,14,FACES\004_o_m_n_b.jpg,neutrality,neutrality,1,5.618650599848479
21,vanilla,15,FACES\079_o_f_d_a.jpg,disgust,disgust,1,5.292863900074735
21,vanilla,16,FACES\066_y_m_n_b.jpg,neutrality,neutrality,1,2.2164940999355167
21,vanilla,17,FACES\140_y_f_n_b.jpg,neutrality,neutrality,1,4.749966099858284
21,vanilla,18,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,4.296647100010887
21,vanilla,19,FACES\079_o_f_h_a.jpg,happiness,happiness,1,3.398478699848056
21,vanilla,20,FACES\140_y_f_s_a.jpg,sadness,sadness,1,2.819841699907556
