ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
1,vanilla,1,FACES\116_m_m_h_b.jpg,happiness,happiness,1,12.883794399909675
1,vanilla,2,FACES\079_o_f_f_a.jpg,fear,fear,1,2.3210611999966204
1,vanilla,3,FACES\116_m_m_s_b.jpg,sadness,disgust,0,4.161724400008097
1,vanilla,4,FACES\066_y_m_d_b.jpg,disgust,disgust,1,3.775748600019142
1,vanilla,5,FACES\140_y_f_a_b.jpg,anger,anger,1,5.452884600032121
1,vanilla,6,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,1.974290099926293
1,vanilla,7,FACES\066_y_m_h_b.jpg,happiness,happiness,1,1.661918600089848
1,vanilla,8,FACES\168_m_f_h_b.jpg,happiness,happiness,1,6.012105700094253
1,vanilla,9,FACES\168_m_f_a_b.jpg,anger,anger,1,1.7378265999723226
1,vanilla,10,FACES\168_m_f_f_b.jpg,fear,fear,1,3.1376056999433786
1,vanilla,11,FACES\140_y_f_d_a.jpg,disgust,disgust,1,2.222590000135824
1,vanilla,12,FACES\066_y_m_f_b.jpg,fear,fear,1,1.7596860998310149
1,vanilla,13,FACES\079_o_f_s_b.jpg,sadness,neutrality,0,3.232439799932763
1,vanilla,14,FACES\116_m_m_f_b.jpg,fear,fear,1,1.7777359001338482
1,vanilla,15,FACES\116_m_m_f_a.jpg,fear,fear,1,2.9718299999367446
1,vanilla,16,FACES\140_y_f_d_b.jpg,disgust,disgust,1,3.351171099813655
1,vanilla,17,FACES\168_m_f_n_b.jpg,neutrality,neutrality,1,1.9835586999543011
1,vanilla,18,FACES\168_m_f_s_b.jpg,sadness,sadness,1,2.3070640000514686
1,vanilla,19,FACES\168_m_f_d_a.jpg,disgust,disgust,1,3.7644923999905586
1,vanilla,20,FACES\004_o_m_h_b.jpg,happiness,happiness,1,3.484686599811539
