ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
16,neutral,1,FACES\066_y_m_a_a.jpg,anger,anger,1,10.194920500041917
16,neutral,2,FACES\079_o_f_a_a.jpg,anger,disgust,0,5.349329699994996
16,neutral,3,FACES\079_o_f_n_a.jpg,neutrality,happiness,0,9.051812399877235
16,neutral,4,FACES\079_o_f_d_b.jpg,disgust,disgust,1,11.852330199908465
16,neutral,5,FACES\004_o_m_d_a.jpg,disgust,disgust,1,1.9796442000661045
16,neutral,6,FACES\004_o_m_a_b.jpg,anger,neutrality,0,3.541422300040722
16,neutral,7,FACES\066_y_m_n_b.jpg,neutrality,neutrality,1,1.970878800144419
16,neutral,8,FACES\116_m_m_a_b.jpg,anger,neutrality,0,17.36260629980825
16,neutral,9,FACES\004_o_m_h_b.jpg,happiness,happiness,1,1.6191080000717193
16,neutral,10,FACES\116_m_m_h_b.jpg,happiness,happiness,1,2.999222100013867
16,neutral,11,FACES\004_o_m_s_a.jpg,sadness,sadness,1,2.9620378999970853
16,neutral,12,FACES\066_y_m_f_a.jpg,fear,fear,1,8.411971200024709
16,neutral,13,FACES\140_y_f_n_a.jpg,neutrality,neutrality,1,3.96807110006921
16,neutral,14,FACES\066_y_m_h_b.jpg,happiness,happiness,1,1.7407110999338329
16,neutral,15,FACES\079_o_f_s_a.jpg,sadness,happiness,0,17.494848900008947
16,neutral,16,FACES\140_y_f_n_b.jpg,neutrality,neutrality,1,4.3044803000520915
16,neutral,17,FACES\066_y_m_s_b.jpg,sadness,sadness,1,2.0984769999049604
16,neutral,18,FACES\140_y_f_d_b.jpg,disgust,disgust,1,3.8061695999931544
16,neutral,19,FACES\168_m_f_a_b.jpg,anger,anger,1,1.665044799912721
16,neutral,20,FACES\079_o_f_a_b.jpg,anger,neutrality,0,6.772577699972317
