ParticipantID,Condition,Trial,Image,CorrectEmotion,Response,Accuracy,RT
18,neutral,1,FACES\079_o_f_a_a.jpg,anger,anger,1,150.1524064000696
18,neutral,2,FACES\004_o_m_n_a.jpg,neutrality,neutrality,1,8.807420499855652
18,neutral,3,FACES\004_o_m_h_a.jpg,happiness,happiness,1,2.7866346000228077
18,neutral,4,FACES\066_y_m_s_a.jpg,sadness,sadness,1,6.224393000127748
18,neutral,5,FACES\116_m_m_d_a.jpg,disgust,disgust,1,8.332089700037614
18,neutral,6,FACES\079_o_f_d_b.jpg,disgust,disgust,1,5.30691729998216
18,neutral,7,FACES\140_y_f_f_b.jpg,fear,fear,1,5.1031092999037355
18,neutral,8,FACES\066_y_m_h_b.jpg,happiness,happiness,1,2.8999583998229355
18,neutral,9,FACES\116_m_m_f_a.jpg,fear,anger,0,6.569310799939558
18,neutral,10,FACES\116_m_m_h_a.jpg,happiness,happiness,1,2.076783899916336
18,neutral,11,FACES\116_m_m_n_a.jpg,neutrality,neutrality,1,5.642308000009507
18,neutral,12,FACES\168_m_f_s_b.jpg,sadness,sadness,1,6.553913099924102
18,neutral,13,FACES\004_o_m_s_b.jpg,sadness,neutrality,0,11.39519890001975
18,neutral,14,FACES\168_m_f_s_a.jpg,sadness,sadness,1,8.349804299883544
18,neutral,15,FACES\004_o_m_d_a.jpg,disgust,disgust,1,11.833845400018618
18,neutral,16,FACES\079_o_f_s_b.jpg,sadness,anger,0,23.917540300171822
18,neutral,17,FACES\066_y_m_d_a.jpg,disgust,disgust,1,13.336602200055495
18,neutral,18,FACES\116_m_m_h_b.jpg,happiness,happiness,1,3.911862399894744
18,neutral,19,FACES\140_y_f_h_a.jpg,happiness,happiness,1,4.99890790018253
18,neutral,20,FACES\079_o_f_n_b.jpg,neutrality,neutrality,1,4.031541500007734
