Trial,KeyPressed,TimeStamp,RT
1,3,2025-12-04T19:54:13.361289,21.79190730000846
2,3,2025-12-04T19:54:20.306572,6.3559779999777675
3,1,2025-12-04T19:54:30.838208,9.9368241999764
4,4,2025-12-04T19:54:41.020912,9.586539200041443
5,4,2025-12-04T19:54:44.869823,3.219594100024551
6,4,2025-12-04T19:54:56.583380,11.116672899806872
7,2,2025-12-04T19:55:03.867828,6.684991100104526
8,2,2025-12-04T19:55:08.111621,3.6299787000752985
9,3,2025-12-04T19:55:14.175929,5.47721099993214
10,1,2025-12-04T19:55:20.066292,5.301085300045088
11,4,2025-12-04T19:55:25.176530,4.511197399813682
12,3,2025-12-04T19:55:41.968820,16.20464830007404
13,3,2025-12-04T19:55:46.195494,3.615564800100401
14,1,2025-12-04T19:55:51.511157,4.697849200107157
15,3,2025-12-04T19:56:13.251456,21.138436400098726
16,3,2025-12-04T19:56:20.211863,6.3670310999732465
17,3,2025-12-04T19:56:22.937610,2.143160399980843
18,4,2025-12-04T19:56:36.562347,13.034126700134948
19,3,2025-12-04T19:56:49.210764,12.049573600059375
20,3,2025-12-04T19:56:53.016515,3.1910481001250446
